Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,177.830002,182.940002,154.699997,174.779999,173.506546,2108446000
2022-02-01,174.009995,176.649994,152.000000,165.119995,163.916946,1627516300
2022-03-01,164.699997,179.610001,150.100006,174.610001,173.558655,2180800100
2022-04-01,174.029999,178.490005,155.380005,157.649994,156.700745,1687795600
2022-05-01,156.710007,166.479996,132.610001,148.839996,147.943787,2401040300
2022-06-01,149.899994,151.740005,129.039993,136.720001,136.096451,1749099800
2022-07-01,136.039993,163.630005,135.660004,162.509995,161.768829,1447125400
2022-08-01,161.009995,176.149994,157.139999,157.220001,156.502945,1510239600
2022-09-01,156.639999,164.259995,138.000000,138.199997,137.760773,2084722800
2022-10-01,138.210007,157.500000,134.369995,153.339996,152.852676,1868139700
2022-11-01,155.080002,155.449997,134.380005,148.029999,147.559540,1724847700
2022-12-01,148.210007,150.919998,125.870003,129.929993,129.731918,1675731200
2023-01-01,130.279999,147.229996,124.169998,144.289993,144.070023,1443652500
2023-02-01,143.970001,157.380005,141.320007,147.410004,147.185272,1307198900
2023-03-01,146.830002,165.000000,143.899994,164.899994,164.899994,1520211500
2023-04-01,164.270004,169.850006,159.779999,169.679993,169.679993,969635000
2023-04-28,168.490005,169.850006,167.880096,169.679993,169.679993,55275851
