Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,76.570000,79.400002,74.110001,79.239998,79.239998,1032600
2022-01-04,78.989998,79.199997,71.400002,73.250000,73.250000,2133900
2022-01-05,72.750000,73.910004,68.970001,69.010002,69.010002,1790300
2022-01-06,68.400002,70.300003,65.889999,67.180000,67.180000,2161900
2022-01-07,67.519997,71.419998,66.790001,67.660004,67.660004,1234900
2022-01-10,67.000000,69.209999,64.760002,69.089996,69.089996,2106100
2022-01-11,69.349998,73.000000,68.510002,72.709999,72.709999,1347400
2022-01-12,73.440002,74.489998,69.510002,69.860001,69.860001,1367900
2022-01-13,69.739998,70.275002,66.220001,66.400002,66.400002,1610700
2022-01-14,65.320000,68.669998,65.029999,67.769997,67.769997,1525600
2022-01-18,66.510002,68.723999,64.599998,65.050003,65.050003,1472100
2022-01-19,65.910004,68.070000,63.860001,64.190002,64.190002,1847000
2022-01-20,65.029999,68.849998,64.010002,64.360001,64.360001,1351800
2022-01-21,63.720001,66.419998,62.209999,62.610001,62.610001,2216700
2022-01-24,59.544998,61.720001,55.349998,60.259998,60.259998,3541300
2022-01-25,58.790001,63.700001,57.590000,62.540001,62.540001,2288600
2022-01-26,64.699997,67.099998,61.630001,61.840000,61.840000,1796400
2022-01-27,63.730000,63.970001,58.549999,58.759998,58.759998,1687700
2022-01-28,58.630001,61.400002,56.380001,59.000000,59.000000,2738200
2022-01-31,60.290001,64.860001,60.189999,63.750000,63.750000,2317800
2022-02-01,65.180000,66.540001,61.959999,65.529999,65.529999,1600500
2022-02-02,67.000000,67.389999,61.660000,62.119999,62.119999,1817600
2022-02-03,60.020000,62.599998,59.849998,60.400002,60.400002,1161500
2022-02-04,60.529999,62.720001,58.910000,61.889999,61.889999,1187300
2022-02-07,61.889999,65.900002,61.689999,62.360001,62.360001,1239300
2022-02-08,61.810001,62.889999,60.029999,61.040001,61.040001,1234700
2022-02-09,62.049999,65.889999,62.049999,65.040001,65.040001,1239500
2022-02-10,63.500000,66.500000,61.299999,61.900002,61.900002,1420300
2022-02-11,62.599998,63.880001,58.980000,59.400002,59.400002,1387000
2022-02-14,59.509998,61.046001,58.310001,58.610001,58.610001,2152900
2022-02-15,60.000000,61.360001,58.849998,60.970001,60.970001,1678400
2022-02-16,59.639999,62.299999,59.599998,61.970001,61.970001,1578400
2022-02-17,60.860001,62.310001,58.405998,58.610001,58.610001,1310500
2022-02-18,58.610001,60.028000,57.389999,58.290001,58.290001,1182900
2022-02-22,57.090000,58.939999,55.169998,55.660000,55.660000,1633300
2022-02-23,56.570000,57.000000,53.040001,53.250000,53.250000,1337000
2022-02-24,50.860001,57.680000,50.542000,57.160000,57.160000,1878600
2022-02-25,57.509998,59.939999,55.705002,59.730000,59.730000,1605500
2022-02-28,59.570000,62.619999,58.900002,61.369999,61.369999,1447100
2022-03-01,60.410000,61.615002,56.810001,57.439999,57.439999,2258500
2022-03-02,57.570000,59.470001,55.470001,58.779999,58.779999,1100700
2022-03-03,58.779999,58.980000,53.610001,54.189999,54.189999,1440800
2022-03-04,53.730000,55.750000,52.430000,53.189999,53.189999,972000
2022-03-07,54.150002,56.840000,53.700001,55.200001,55.200001,2226300
2022-03-08,54.270000,62.619999,53.779999,60.349998,60.349998,2582800
2022-03-09,60.840000,63.189999,60.840000,62.419998,62.419998,1554100
2022-03-10,60.720001,62.980000,59.580002,62.430000,62.430000,1003800
2022-03-11,62.990002,64.809998,61.330002,61.419998,61.419998,1176300
2022-03-14,60.660000,63.380001,57.570000,58.060001,58.060001,1404400
2022-03-15,58.040001,60.770000,57.779999,60.040001,60.040001,1228700
2022-03-16,61.439999,65.650002,60.770000,65.540001,65.540001,2093300
2022-03-17,64.870003,68.389999,63.830002,67.459999,67.459999,1762000
2022-03-18,66.809998,70.940002,66.620003,67.889999,67.889999,6620400
2022-03-21,68.014999,68.014999,64.379997,65.660004,65.660004,1105600
2022-03-22,65.930000,68.260002,64.709999,67.500000,67.500000,899500
2022-03-23,67.050003,67.050003,63.520000,63.570000,63.570000,1082300
2022-03-24,64.139999,64.550003,61.560001,64.400002,64.400002,998300
2022-03-25,64.430000,64.540001,61.549999,62.139999,62.139999,898000
2022-03-28,62.200001,64.000000,60.560001,62.830002,62.830002,998100
2022-03-29,64.309998,67.260002,63.660000,65.949997,65.949997,1646000
2022-03-30,65.949997,67.865997,63.720001,64.080002,64.080002,1097100
2022-03-31,64.599998,65.000000,62.520000,62.770000,62.770000,721600
2022-04-01,63.549999,68.750000,63.299999,66.150002,66.150002,1564300
2022-04-04,66.809998,70.180000,66.809998,69.510002,69.510002,1269400
2022-04-05,69.500000,70.400002,67.070000,67.480003,67.480003,1188000
2022-04-06,65.320000,67.150002,63.858002,66.120003,66.120003,1105400
2022-04-07,65.449997,66.930000,62.430000,63.939999,63.939999,1045500
2022-04-08,64.059998,64.400002,61.009998,61.619999,61.619999,775300
2022-04-11,60.520000,62.025002,59.134998,61.450001,61.450001,1104200
2022-04-12,62.500000,66.070000,62.480000,64.550003,64.550003,1280000
2022-04-13,64.099998,66.550003,63.470001,65.839996,65.839996,957400
2022-04-14,65.370003,65.470001,61.590000,62.189999,62.189999,1052400
2022-04-18,61.509998,61.849998,58.430000,58.740002,58.740002,1025400
2022-04-19,58.570000,60.599998,57.866001,58.959999,58.959999,1009200
2022-04-20,59.549999,59.549999,56.799999,57.580002,57.580002,868000
2022-04-21,58.509998,60.419998,55.080002,55.529999,55.529999,1195800
2022-04-22,55.430000,57.040001,54.779999,55.680000,55.680000,796700
2022-04-25,55.340000,57.490002,55.014000,57.270000,57.270000,1134400
2022-04-26,56.480000,57.566002,52.790001,52.799999,52.799999,1138400
2022-04-27,52.540001,53.900002,51.099998,51.959999,51.959999,926500
2022-04-28,52.029999,53.209999,48.380001,51.619999,51.619999,1872900
2022-04-29,51.630001,53.900002,49.529999,49.619999,49.619999,974500
2022-05-02,49.580002,52.040001,48.400002,51.980000,51.980000,1300100
2022-05-03,52.389999,54.150002,51.380001,52.619999,52.619999,878800
2022-05-04,52.540001,56.459999,50.509998,55.619999,55.619999,1505800
2022-05-05,54.169998,54.849998,50.279999,51.340000,51.340000,1267700
2022-05-06,50.730000,50.990002,46.580002,48.009998,48.009998,1746100
2022-05-09,46.200001,47.299999,43.049999,43.230000,43.230000,2208100
2022-05-10,44.480000,49.020000,43.549999,47.310001,47.310001,2325400
2022-05-11,45.430000,48.549999,42.990002,43.669998,43.669998,2535900
2022-05-12,42.599998,48.700001,42.511002,46.540001,46.540001,2279700
2022-05-13,48.189999,52.799999,48.189999,52.230000,52.230000,1569300
2022-05-16,52.270000,53.139999,50.480000,51.540001,51.540001,1276500
2022-05-17,52.680000,54.869999,51.689999,54.360001,54.360001,1379300
2022-05-18,53.009998,56.270000,52.849998,54.759998,54.759998,1291700
2022-05-19,54.639999,57.945000,53.619999,56.490002,56.490002,1318200
2022-05-20,56.650002,58.080002,52.730000,56.340000,56.340000,1339800
2022-05-23,55.939999,57.250000,53.959999,54.709999,54.709999,925100
2022-05-24,53.419998,53.910000,51.459999,52.380001,52.380001,1096500
2022-05-25,51.759998,54.938000,51.549999,54.549999,54.549999,1101400
2022-05-26,54.669998,56.720001,53.889999,55.230000,55.230000,987800
2022-05-27,56.009998,58.560001,54.485001,58.340000,58.340000,1112400
2022-05-31,57.689999,59.419998,56.419998,58.049999,58.049999,1460600
2022-06-01,58.070000,59.330002,56.599998,57.869999,57.869999,1206800
2022-06-02,57.529999,62.200001,56.849998,61.000000,61.000000,1552200
2022-06-03,59.700001,65.580002,59.520000,64.209999,64.209999,1999200
2022-06-06,65.699997,66.389999,63.380001,64.220001,64.220001,1219400
2022-06-07,63.150002,69.050003,63.150002,69.040001,69.040001,1392500
2022-06-08,68.870003,74.589996,68.440002,73.830002,73.830002,2577800
2022-06-09,72.839996,75.419998,71.690002,71.699997,71.699997,1305700
2022-06-10,67.830002,69.285004,63.110001,63.759998,63.759998,1887000
2022-06-13,59.259998,59.709999,53.360001,55.270000,55.270000,3761200
2022-06-14,55.740002,58.130001,53.520000,58.110001,58.110001,1531600
2022-06-15,58.900002,63.080002,58.900002,62.660000,62.660000,2082300
2022-06-16,59.990002,65.519997,59.720001,64.639999,64.639999,2406600
2022-06-17,66.449997,72.279999,66.250000,70.000000,70.000000,5962400
2022-06-21,71.010002,75.239998,59.820000,64.669998,64.669998,7447200
2022-06-22,63.009998,63.230000,56.340000,59.939999,59.939999,5836800
2022-06-23,59.160000,65.949997,57.779999,65.150002,65.150002,3407500
2022-06-24,66.570000,67.160004,61.060001,66.959999,66.959999,2952400
2022-06-27,67.059998,69.419998,63.619999,66.900002,66.900002,2494100
2022-06-28,66.480003,67.699997,62.560001,63.279999,63.279999,1556100
2022-06-29,62.759998,63.900002,60.990002,63.000000,63.000000,1714800
2022-06-30,61.919998,63.200001,60.669998,60.770000,60.770000,1376600
2022-07-01,61.110001,64.000000,60.410000,63.790001,63.790001,947600
2022-07-05,63.389999,71.639999,62.040001,70.599998,70.599998,3039600
2022-07-06,70.699997,76.989998,70.650002,72.699997,72.699997,4849800
2022-07-07,72.059998,79.269997,72.000000,78.199997,78.199997,2789200
2022-07-08,76.510002,79.150002,75.650002,76.699997,76.699997,1727300
2022-07-11,76.279999,77.349998,73.260002,73.709999,73.709999,1898900
2022-07-12,74.709999,79.779999,72.410004,79.050003,79.050003,2552600
2022-07-13,75.559998,82.680000,75.043999,80.699997,80.699997,3271000
2022-07-14,80.620003,83.500000,80.019997,81.910004,81.910004,2131100
2022-07-15,81.910004,83.389999,77.820000,83.389999,83.389999,1541800
2022-07-18,84.559998,85.860001,79.360001,79.360001,79.360001,1720600
2022-07-19,80.910004,83.949997,78.599998,83.779999,83.779999,1305500
2022-07-20,83.550003,86.949997,81.559998,82.339996,82.339996,2214400
2022-07-21,82.160004,82.339996,78.519997,79.949997,79.949997,1465000
2022-07-22,80.559998,80.695000,75.099998,75.820000,75.820000,1532900
2022-07-25,75.230003,76.879997,72.709999,76.500000,76.500000,1187600
2022-07-26,76.269997,79.855003,75.147003,77.120003,77.120003,1237500
2022-07-27,77.760002,79.209999,75.129997,78.930000,78.930000,845500
2022-07-28,79.260002,80.910004,74.320000,75.900002,75.900002,1202000
2022-07-29,75.000000,75.739998,73.029999,75.000000,75.000000,1013900
2022-08-01,74.000000,76.754997,72.900002,74.010002,74.010002,958100
2022-08-02,73.379997,77.260002,73.290001,76.339996,76.339996,935000
2022-08-03,77.919998,83.050003,77.720001,78.580002,78.580002,1566500
2022-08-04,79.510002,80.500000,76.019997,78.910004,78.910004,1459800
2022-08-05,76.440002,81.900002,75.139999,81.400002,81.400002,1643500
2022-08-08,81.000000,84.099998,80.160004,81.389999,81.389999,1535900
2022-08-09,78.550003,78.570000,74.570000,75.129997,75.129997,1579900
2022-08-10,77.750000,79.269997,75.139999,78.870003,78.870003,1104400
2022-08-11,80.000000,83.790001,77.271004,77.459999,77.459999,1451900
2022-08-12,77.500000,80.110001,76.389999,78.660004,78.660004,902600
2022-08-15,78.589996,80.599998,77.059998,80.139999,80.139999,855700
2022-08-16,80.110001,80.459999,75.349998,75.849998,75.849998,1082000
2022-08-17,73.930000,74.879997,71.010002,71.739998,71.739998,1421100
2022-08-18,71.839996,72.620003,69.769997,72.150002,72.150002,850500
2022-08-19,71.650002,71.769997,68.209999,68.599998,68.599998,1446300
2022-08-22,67.000000,68.910004,66.110001,66.349998,66.349998,1132900
2022-08-23,66.870003,69.080002,65.169998,68.699997,68.699997,1203900
2022-08-24,68.690002,72.160004,67.099998,71.970001,71.970001,885200
2022-08-25,73.180000,73.779999,70.720001,72.440002,72.440002,1179400
2022-08-26,71.889999,72.570000,67.046997,67.370003,67.370003,1141400
2022-08-29,66.029999,67.739998,65.230003,65.769997,65.769997,995100
2022-08-30,66.629997,67.150002,64.160004,65.169998,65.169998,899500
2022-08-31,66.699997,66.980003,64.169998,65.089996,65.089996,805200
