Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,76.570000,79.400002,55.349998,63.750000,63.750000,37568900
2022-02-01,65.180000,67.389999,50.542000,61.369999,61.369999,28092300
2022-03-01,60.410000,70.940002,52.430000,62.770000,62.770000,36870600
2022-04-01,63.549999,70.400002,48.380001,49.619999,49.619999,22283700
2022-05-01,49.580002,59.419998,42.511002,58.049999,58.049999,30906200
2022-06-01,58.070000,75.419998,53.360001,60.770000,60.770000,55670200
2022-07-01,61.110001,86.949997,60.410000,75.000000,75.000000,38473800
2022-08-01,74.000000,84.099998,64.160004,65.089996,65.089996,27035800
2022-09-01,64.019997,75.178001,61.040001,65.349998,65.349998,24520100
2022-10-01,66.019997,66.309998,48.490002,52.340000,52.340000,21599800
2022-11-01,53.810001,64.220001,48.494999,54.790001,54.790001,20985000
2022-12-01,54.180000,55.340000,38.939999,40.650002,40.650002,24148100
