Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,36.639999,37.889999,36.250000,37.299999,36.123672,26036100
2022-01-08,37.360001,39.349998,37.000000,39.279999,38.234142,39048900
2022-01-15,39.049999,39.110001,37.799999,37.830002,36.822754,25644800
2022-01-22,38.009998,38.520000,37.060001,37.639999,36.637810,42009900
2022-01-29,37.320000,39.049999,37.310001,38.240002,37.221840,32868900
2022-02-05,38.330002,39.130001,37.939999,38.029999,37.017426,30242800
2022-02-12,38.119999,38.619999,37.610001,38.480000,37.455444,32389300
2022-02-19,38.540001,38.750000,35.919998,38.299999,37.280235,29814000
2022-02-26,37.400002,39.029999,37.340000,38.880001,37.844795,29870500
2022-03-05,38.779999,39.250000,36.509998,36.810001,35.829910,38077800
2022-03-12,36.849998,38.110001,36.759998,37.810001,36.803288,37030300
2022-03-19,37.799999,38.139999,36.810001,37.580002,36.579411,19880100
2022-03-26,37.680000,38.459999,37.360001,38.240002,37.221840,18022900
2022-04-02,38.040001,38.369999,36.820000,37.650002,36.829033,33281100
2022-04-09,37.779999,38.040001,37.189999,37.240002,36.427975,21997800
2022-04-16,37.200001,38.279999,36.580002,37.000000,36.193211,35089200
2022-04-23,37.320000,38.549999,36.639999,37.400002,36.584488,35627700
2022-04-30,37.520000,37.860001,36.029999,36.959999,36.154079,43807000
2022-05-07,36.900002,38.009998,36.500000,37.209999,36.398628,54789500
2022-05-14,37.139999,37.410000,33.560001,34.580002,33.825977,68021600
2022-05-21,34.990002,35.869999,34.720001,35.180000,34.412895,49596300
2022-05-28,35.080002,35.330002,34.049999,34.930000,34.168346,62090500
2022-06-04,37.250000,37.320000,35.200001,35.490002,34.716133,63505400
2022-06-11,35.090000,35.389999,33.349998,34.349998,33.600994,194142800
2022-06-18,34.189999,35.910000,34.110001,35.759998,34.980247,53609800
2022-06-25,35.759998,36.330002,35.040001,36.070000,35.283489,34448100
2022-07-02,36.080002,36.459999,35.439999,36.200001,35.598225,29728200
2022-07-09,36.320000,36.880001,35.830002,36.630001,36.021072,30261000
2022-07-16,36.669998,36.680000,35.950001,36.430000,35.824402,32452200
2022-07-23,36.500000,38.759998,36.439999,38.740002,38.096001,34999200
2022-07-30,38.849998,39.419998,38.099998,38.720001,38.076328,31508600
2022-08-06,38.950001,40.070000,38.630001,39.299999,38.646687,36045900
2022-08-13,39.250000,41.310001,39.230000,39.959999,39.295715,37651100
2022-08-20,39.720001,39.990002,38.580002,38.619999,37.977993,27037300
2022-08-27,38.430000,39.020000,37.650002,37.830002,37.201130,27100300
2022-09-03,37.869999,38.900002,37.509998,38.689999,38.046829,23846000
2022-09-10,38.810001,39.080002,36.709999,37.169998,36.552097,60541300
2022-09-17,37.240002,37.950001,36.619999,37.080002,36.463596,29634700
2022-09-24,37.020000,37.529999,35.709999,35.820000,35.224537,38094100
2022-10-01,35.930000,37.689999,35.810001,36.500000,36.090614,39940200
2022-10-08,36.430000,38.400002,36.310001,37.330002,36.911304,40411400
2022-10-15,37.650002,38.520000,37.000000,37.619999,37.198051,25923800
2022-10-22,38.139999,39.730000,37.250000,39.549999,39.106403,35513800
2022-10-29,38.959999,39.150002,36.259998,36.980000,36.565228,44996900
2022-11-05,37.130001,38.509998,36.889999,37.340000,36.921192,34916600
2022-11-12,37.419998,37.470001,36.200001,37.419998,37.000294,43885000
2022-11-19,37.610001,38.459999,37.419998,38.250000,37.820988,20733400
2022-11-26,38.320000,38.939999,37.779999,38.740002,38.305492,38655500
2022-12-03,38.330002,38.380001,37.599998,37.930000,37.504574,29748700
2022-12-10,38.110001,38.689999,35.450001,36.070000,35.665436,57434300
2022-12-17,36.110001,36.720001,35.939999,36.369999,35.962070,33430200
2022-12-24,36.500000,36.529999,35.380001,35.660000,35.260033,17948300
